title,year,doi,openalex_id,cited_by,is_oa,pdf_url,landing_url,venue,pipeline_stage_reached
"A Review on Low-Dimensional Nanomaterials: Nanofabrication, Characterization and Applications",2022,10.3390/nano13010160,https://openalex.org/W4313585329,160,True,https://www.mdpi.com/2079-4991/13/1/160/pdf?version=1672818078,https://doi.org/10.3390/nano13010160,Nanomaterials,search_only
Recent Progress of Electrode Materials for Flexible Perovskite Solar Cells,2022,10.1007/s40820-022-00859-9,https://openalex.org/W4225130482,160,True,https://link.springer.com/content/pdf/10.1007/s40820-022-00859-9.pdf,https://doi.org/10.1007/s40820-022-00859-9,Nano-Micro Letters,search_only
"Advancements in Photovoltaic Cell Materials: Silicon, Organic, and Perovskite Solar Cells",2024,10.3390/ma17051165,https://openalex.org/W4392360589,160,True,https://www.mdpi.com/1996-1944/17/5/1165/pdf?version=1709303109,https://doi.org/10.3390/ma17051165,Materials,search_only
Ultralow‐Power Machine Vision with Self‐Powered Sensor Reservoir,2022,10.1002/advs.202106092,https://openalex.org/W4220953210,159,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.202106092,https://doi.org/10.1002/advs.202106092,Advanced Science,search_only
Halide perovskites: A dark horse for direct X‐ray imaging,2020,10.1002/eom2.12064,https://openalex.org/W3104881471,159,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eom2.12064,https://doi.org/10.1002/eom2.12064,EcoMat,search_only
Application of 2D Non-Graphene Materials and 2D Oxide Nanostructures for Biosensing Technology,2016,10.3390/s16020223,https://openalex.org/W2261536002,158,True,https://www.mdpi.com/1424-8220/16/2/223/pdf?version=1455873782,https://doi.org/10.3390/s16020223,Sensors,search_only
Current international research into cellulose as a functional nanomaterial for advanced applications,2022,10.1007/s10853-022-06903-8,https://openalex.org/W4214922198,157,True,https://link.springer.com/content/pdf/10.1007/s10853-022-06903-8.pdf,https://doi.org/10.1007/s10853-022-06903-8,Journal of Materials Science,search_only
Nanocellulose‐based polymer composites for energy applications—A review,2020,10.1002/app.48959,https://openalex.org/W3003262507,157,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/app.48959,https://doi.org/10.1002/app.48959,Journal of Applied Polymer Science,search_only
Triggering the Passivation Effect of Potassium Doping in Mixed‐Cation Mixed‐Halide Perovskite by Light Illumination,2019,10.1002/aenm.201901016,https://openalex.org/W2943190256,157,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.201901016,https://doi.org/10.1002/aenm.201901016,Advanced Energy Materials,search_only
"Additive‐Free, Low‐Temperature Crystallization of Stable α‐FAPbI<sub>3</sub> Perovskite",2021,10.1002/adma.202107850,https://openalex.org/W4200011489,157,True,,https://doi.org/10.1002/adma.202107850,Advanced Materials,search_only
Halide Perovskite Light‐Emitting Diode Technologies,2021,10.1002/adom.202002128,https://openalex.org/W3134351897,156,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adom.202002128,https://doi.org/10.1002/adom.202002128,Advanced Optical Materials,search_only
"Frontiers in carbon dots: design, properties and applications",2019,10.1039/c9qm00415g,https://openalex.org/W2974028121,155,True,https://pubs.rsc.org/en/content/articlepdf/2019/qm/c9qm00415g,https://doi.org/10.1039/c9qm00415g,Materials Chemistry Frontiers,search_only
A Special Additive Enables All Cations and Anions Passivation for Stable Perovskite Solar Cells with Efficiency over 23%,2021,10.1007/s40820-021-00688-2,https://openalex.org/W3188113146,155,True,https://link.springer.com/content/pdf/10.1007/s40820-021-00688-2.pdf,https://doi.org/10.1007/s40820-021-00688-2,Nano-Micro Letters,search_only
A review of the recent progress in battery informatics,2022,10.1038/s41524-022-00713-x,https://openalex.org/W4213140999,154,True,https://www.nature.com/articles/s41524-022-00713-x.pdf,https://doi.org/10.1038/s41524-022-00713-x,npj Computational Materials,search_only
Corrosion-resistant cobalt phosphide electrocatalysts for salinity tolerance hydrogen evolution,2023,10.1038/s41467-023-43459-w,https://openalex.org/W4388969716,154,True,https://www.nature.com/articles/s41467-023-43459-w.pdf,https://doi.org/10.1038/s41467-023-43459-w,Nature Communications,search_only
Strain-activated light-induced halide segregation in mixed-halide perovskite solids,2020,10.1038/s41467-020-20066-7,https://openalex.org/W3110797523,153,True,https://www.nature.com/articles/s41467-020-20066-7.pdf,https://doi.org/10.1038/s41467-020-20066-7,Nature Communications,search_only
Visible light communication with efficient far-red/near-infrared polymer light-emitting diodes,2020,10.1038/s41377-020-0314-z,https://openalex.org/W3019900940,153,True,https://www.nature.com/articles/s41377-020-0314-z.pdf,https://doi.org/10.1038/s41377-020-0314-z,Light Science & Applications,search_only
Tailoring vertical phase distribution of quasi-two-dimensional perovskite films via surface modification of hole-transporting layer,2019,10.1038/s41467-019-08843-5,https://openalex.org/W2916431294,153,True,https://www.nature.com/articles/s41467-019-08843-5.pdf,https://doi.org/10.1038/s41467-019-08843-5,Nature Communications,search_only
Bio-inspired ultra-high energy efficiency bistable electronic billboard and reader,2019,10.1038/s41467-019-09556-5,https://openalex.org/W2929666421,153,True,https://www.nature.com/articles/s41467-019-09556-5.pdf,https://doi.org/10.1038/s41467-019-09556-5,Nature Communications,search_only
Laser Synthesis and Microfabrication of Micro/Nanostructured Materials Toward Energy Conversion and Storage,2021,10.1007/s40820-020-00577-0,https://openalex.org/W3119231187,152,True,https://link.springer.com/content/pdf/10.1007/s40820-020-00577-0.pdf,https://doi.org/10.1007/s40820-020-00577-0,Nano-Micro Letters,search_only
Enhanced perovskite electronic properties via a modified lead(<scp>ii</scp>) chloride Lewis acid–base adduct and their effect in high-efficiency perovskite solar cells,2017,10.1039/c6ta11139d,https://openalex.org/W2586588557,151,True,https://pubs.rsc.org/en/content/articlepdf/2017/ta/c6ta11139d,https://doi.org/10.1039/c6ta11139d,Journal of Materials Chemistry A,search_only
Efficient and Air-Stable Planar Perovskite Solar Cells Formed on Graphene-Oxide-Modified PEDOT:PSS Hole Transport Layer,2017,10.1007/s40820-017-0140-x,https://openalex.org/W2597295961,151,True,https://link.springer.com/content/pdf/10.1007/s40820-017-0140-x.pdf,https://doi.org/10.1007/s40820-017-0140-x,Nano-Micro Letters,search_only
A Facile Methodology for Engineering the Morphology of CsPbX3 Perovskite Nanocrystals under Ambient Condition,2016,10.1038/srep37693,https://openalex.org/W2552570726,151,True,https://www.nature.com/articles/srep37693.pdf,https://doi.org/10.1038/srep37693,Scientific Reports,search_only
Inorganic Halide Perovskite Quantum Dots: A Versatile Nanomaterial Platform for Electronic Applications,2022,10.1007/s40820-022-00983-6,https://openalex.org/W4313334514,150,True,https://link.springer.com/content/pdf/10.1007/s40820-022-00983-6.pdf,https://doi.org/10.1007/s40820-022-00983-6,Nano-Micro Letters,search_only
Solution‐Grown Organic and Perovskite X‐Ray Detectors: A New Paradigm for the Direct Detection of Ionizing Radiation,2020,10.1002/admt.202000475,https://openalex.org/W3081255312,150,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admt.202000475,https://doi.org/10.1002/admt.202000475,Advanced Materials Technologies,search_only
Heterojunction formed via 3D-to-2D perovskite conversion for photostable wide-bandgap perovskite solar cells,2023,10.1038/s41467-023-43016-5,https://openalex.org/W4388412864,150,True,https://www.nature.com/articles/s41467-023-43016-5.pdf,https://doi.org/10.1038/s41467-023-43016-5,Nature Communications,search_only
"Optical and electronic properties of mixed halide (X = I, Cl, Br) methylammonium lead perovskite solar cells",2017,10.1039/c6tc04830g,https://openalex.org/W2582439517,149,True,https://pubs.rsc.org/en/content/articlepdf/2017/tc/c6tc04830g,https://doi.org/10.1039/c6tc04830g,Journal of Materials Chemistry C,search_only
High-Performance Photodiode-Type Photodetectors Based on Polycrystalline Formamidinium Lead Iodide Perovskite Thin Films,2018,10.1038/s41598-018-29147-6,https://openalex.org/W2884060952,149,True,https://www.nature.com/articles/s41598-018-29147-6.pdf,https://doi.org/10.1038/s41598-018-29147-6,Scientific Reports,search_only
Structural effects on optoelectronic properties of halide perovskites,2018,10.1039/c8cs00212f,https://openalex.org/W2885238190,149,True,https://pubs.rsc.org/en/content/articlepdf/2018/cs/c8cs00212f,https://doi.org/10.1039/c8cs00212f,Chemical Society Reviews,search_only
Nanostructured Semiconductor Materials for Dye-Sensitized Solar Cells,2017,10.1155/2017/5323164,https://openalex.org/W2570430865,149,True,http://downloads.hindawi.com/journals/jnm/2017/5323164.pdf,https://doi.org/10.1155/2017/5323164,Journal of Nanomaterials,search_only
Continuous wave amplified spontaneous emission in phase-stable lead halide perovskites,2019,10.1038/s41467-019-08929-0,https://openalex.org/W2916950464,148,True,https://www.nature.com/articles/s41467-019-08929-0.pdf,https://doi.org/10.1038/s41467-019-08929-0,Nature Communications,search_only
A polymer controlled nucleation route towards the generalized growth of organic-inorganic perovskite single crystals,2021,10.1038/s41467-021-22193-1,https://openalex.org/W3145143191,147,True,https://www.nature.com/articles/s41467-021-22193-1.pdf,https://doi.org/10.1038/s41467-021-22193-1,Nature Communications,search_only
Nanocomposite hydrogels for biomedical applications,2022,10.1002/btm2.10315,https://openalex.org/W4225830869,147,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/btm2.10315,https://doi.org/10.1002/btm2.10315,Bioengineering & Translational Medicine,search_only
Elimination of light-induced degradation at the nickel oxide-perovskite heterojunction by aprotic sulfonium layers towards long-term operationally stable inverted perovskite solar cells,2022,10.1039/d2ee01801b,https://openalex.org/W4296880058,147,True,https://pubs.rsc.org/en/content/articlepdf/2022/ee/d2ee01801b,https://doi.org/10.1039/d2ee01801b,Energy & Environmental Science,search_only
Identifying the Cause of Voltage and Fill Factor Losses in Perovskite Solar Cells by Using Luminescence Measurements,2017,10.1002/ente.201700374,https://openalex.org/W2741859813,147,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ente.201700374,https://doi.org/10.1002/ente.201700374,Energy Technology,search_only
Scalable two-terminal all-perovskite tandem solar modules with a 19.1% efficiency,2022,10.1038/s41560-022-01059-w,https://openalex.org/W4284690081,146,True,https://www.nature.com/articles/s41560-022-01059-w.pdf,https://doi.org/10.1038/s41560-022-01059-w,Nature Energy,search_only
Chloride‐Based Additive Engineering for Efficient and Stable Wide‐Bandgap Perovskite Solar Cells,2023,10.1002/adma.202211742,https://openalex.org/W4376641968,146,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202211742,https://doi.org/10.1002/adma.202211742,Advanced Materials,search_only
Discerning recombination mechanisms and ideality factors through impedance analysis of high-efficiency perovskite solar cells,2018,10.1016/j.nanoen.2018.03.042,https://openalex.org/W2792405309,146,True,https://ars.els-cdn.com/content/image/1-s2.0-S2211285518301836-fx1_lrg.jpg,https://doi.org/10.1016/j.nanoen.2018.03.042,Nano Energy,search_only
Fully Spray-Coated Triple-Cation Perovskite Solar Cells,2020,10.1038/s41598-020-63674-5,https://openalex.org/W3016719418,146,True,https://www.nature.com/articles/s41598-020-63674-5.pdf,https://doi.org/10.1038/s41598-020-63674-5,Scientific Reports,search_only
Scalable PbS Quantum Dot Solar Cell Production by Blade Coating from Stable Inks,2021,10.1021/acsami.0c18204,https://openalex.org/W3121776178,145,True,https://pubs.acs.org/doi/pdf/10.1021/acsami.0c18204,https://doi.org/10.1021/acsami.0c18204,ACS Applied Materials & Interfaces,candidate
Patterning Multicolor Hybrid Perovskite Films <i>via</i> Top-Down Lithography,2019,10.1021/acsnano.8b09592,https://openalex.org/W2915253349,144,True,https://research-repository.st-andrews.ac.uk/bitstream/10023/19515/1/Harwell_2019_Patterning_multicolor_ACSNano_AAM.pdf,https://hdl.handle.net/10023/19515,ACS Nano,search_only
Challenges and Opportunities for CsPbBr<sub>3</sub> Perovskites in Low- and High-Energy Radiation Detection,2021,10.1021/acsenergylett.1c00007,https://openalex.org/W3137056344,144,True,https://pubs.acs.org/doi/pdf/10.1021/acsenergylett.1c00007,https://doi.org/10.1021/acsenergylett.1c00007,ACS Energy Letters,search_only
Polyaniline and its composites engineering: A class of multifunctional smart energy materials,2022,10.1016/j.jssc.2022.123679,https://openalex.org/W4307899528,144,True,https://ars.els-cdn.com/content/image/1-s2.0-S0022459622008040-ga1_lrg.jpg,https://doi.org/10.1016/j.jssc.2022.123679,Journal of Solid State Chemistry,search_only
Stabilizing Buried Interface via Synergistic Effect of Fluorine and Sulfonyl Functional Groups Toward Efficient and Stable Perovskite Solar Cells,2022,10.1007/s40820-022-00992-5,https://openalex.org/W4313334681,144,True,https://link.springer.com/content/pdf/10.1007/s40820-022-00992-5.pdf,https://doi.org/10.1007/s40820-022-00992-5,Nano-Micro Letters,search_only
Direct in situ photolithography of perovskite quantum dots based on photocatalysis of lead bromide complexes,2022,10.1038/s41467-022-34453-9,https://openalex.org/W4308769676,143,True,https://www.nature.com/articles/s41467-022-34453-9.pdf,https://doi.org/10.1038/s41467-022-34453-9,Nature Communications,search_only
Enabling low-drift flexible perovskite photodetectors by electrical modulation for wearable health monitoring and weak light imaging,2023,10.1038/s41467-023-40711-1,https://openalex.org/W4385876952,143,True,https://www.nature.com/articles/s41467-023-40711-1.pdf,https://doi.org/10.1038/s41467-023-40711-1,Nature Communications,search_only
Three-Dimensional Printing of a LiFePO4/Graphite Battery Cell via Fused Deposition Modeling,2019,10.1038/s41598-019-54518-y,https://openalex.org/W2990226225,143,True,https://www.nature.com/articles/s41598-019-54518-y.pdf,https://doi.org/10.1038/s41598-019-54518-y,Scientific Reports,search_only
A prenucleation strategy for ambient fabrication of perovskite solar cells with high device performance uniformity,2020,10.1038/s41467-020-14715-0,https://openalex.org/W3008415532,142,True,https://www.nature.com/articles/s41467-020-14715-0.pdf,https://doi.org/10.1038/s41467-020-14715-0,Nature Communications,search_only
Ultra-high open-circuit voltage of perovskite solar cells induced by nucleation thermodynamics on rough substrates,2017,10.1038/srep46141,https://openalex.org/W2606222460,142,True,https://www.nature.com/articles/srep46141.pdf,https://doi.org/10.1038/srep46141,Scientific Reports,search_only
Improved charge carrier lifetime in planar perovskite solar cells by bromine doping,2016,10.1038/srep39333,https://openalex.org/W2567083855,142,True,https://www.nature.com/articles/srep39333.pdf,https://doi.org/10.1038/srep39333,Scientific Reports,search_only
